id,id2,txt
1259,2n1c,"Vou encontrar o meu próprio caminho para o palácio do governador, obrigado. Não tenho tempo para fazer trabalhos."
1260,2n2a,O primeiro é o primeiro. Ele quer um agente para realizar uma missão importante.
1261,2n2c,Conheces uma mulher chamada Iszara?
1262,2n3a,Este jura solenemente revelar toda a sua sabedoria.
1263,2n3c,E depois falaremos de Iszara?
1264,2n4a,"Reconhecendo a discrição do governador em diversos assuntos, deseja presentear a Sua Eminência com um único amuleto que acredite a sua alta consideração nos assuntos do Império."
1265,2n4c,"Vamos, então."
1266,2o1a,"Um homem entrou em minha rede astral, tendo-se separado deste mundo não faz muito."
1267,2o1b,"Deixando o abrigo, esta especulação... Mas muito duvidoso, é conveniente."
1268,2o1c,Como poderia um membro do templo ser apanhado quando trabalha no mesmo refúgio que ele é oposto?
1269,2o2a,"Bom, três grandes luas. - Não."
1270,2o2c,Há quanto tempo foi isto?
1271,2o3c,Foi mais ou menos quando a minha irmã desapareceu.
1272,2q1a,"Quanto tempo na lenda? Este veio nos melhores anos do THASSAD, e foi dado o bom nome destes bancos sujos. Naquela época, era apenas um conto de fadas, um escalão num enigma."
1273,2q1c,Há quanto tempo vive em Stros M'kai?
1274,2q2a,"Desde o fim da guerra. Como é que você pode desconsiderar algo tão rico? O mar estava cheio de mortos, as marés iam ao redor do mundo."
1275,2q2b,"Então ele conjurou uma rede para apanhar todos, estas almas perdidas e desvendadas-violentas. Desde então, a presença deste tem sido bem conhecida aqui... Talvez também um pouco assustada."
1276,2q2c,De que é melhor que uma lenda?
1277,2r1a,Imagina o impossível. Esta é divertida pela tua imaginação.
1278,2r1c,Imagino que seja difícil chegar a esta ilha de barco.
1279,2r2a,"Este nunca se sente ameaçado, CYRUS... Mas, sim, esta conhece bem a liga."
1280,2r2c,"Então, provavelmente nunca é ameaçado pelos Piratas da Liga Revoltosa?"
1281,2r3a,Este já contabilizou muitas de suas almas rebeldes no presente reino.
1282,2r3c,- Você faz isso?
1283,2r4a,O que acha de um dourado que leva no bolso? Julga melhor esta moeda que outra se ambos gastarem o mesmo?
1284,2r4c,O QUE acha deles?
1285,2r5a,O teu engenho conta muito bem.
1286,2r5c,"Todos os mortos são moeda de troca, então."
1287,2s1a,"Se os mortais soubessem o poder que possuem, e como é tão inestimável, uma graça inexplicável concedida pelos deuses externos que provêem em excesso e sem boa orientação."
1288,2s1b,"Se soubessem, esforçariam-se tanto para preservar o interior como o seu precioso exterior, essa pele nua que escorre facilmente e que se marchita como o papel diante da chama."
1289,2s1c,O TRADE ILÍGICO DE ALMAS. Como funciona?
1290,2s1d,Porque esta é a verdade: o corpo abriga o que não pode suportar por muito tempo.
1291,2s2a,"Em suma, o Cazalmas captura os espíritos dos desavisados que negligenciam a santidade das suas almas."
1292,2s2c,Que responde pouco...
1293,2sna,- Você é estudante? - Não. Como o Quaint...
1294,2snb,"A imagem vem-me à cabeça dos sabres do éter, de homens grandes e jadeantes, patrulhando as portas próximas da morte, alertas em busca do rastro do espírito infeliz."
1295,2snc,"Estou curioso, N'Gasta. Como funciona o caçador de almas?"
1296,2snd,"Mas admitam ser um Gato Artesão muito mais insidioso do que isso: A rede é um canto de sirene da semiótica, a adivinhação dos sinais de desvanecimento dos mortos, e a elaboração deles um sinal --"
1297,2sne,"Uma porta com suas ruínas feitas pela alma. Que a alma se agita grata na rede que a espera, faz céus tecidos com os ténues anseios do espírito."
1298,2sva,O negócio desta alma não é da tua conta. Que os senhores da daedra vejam com bons olhos um negro... Não devia surpreender-te.
1299,2svc,De que te servem estas almas tão recolhidas?
1300,2t1a,"Morreu na Sentinela, não em Stros M'kai, e por isso estava fora da rede de captura deste, e antes deste tempo aqui também."
1301,2t1c,"Conheça o Rei digno, então. Também tens um folheto no teu saco?"
1302,2t2a,"E além disso, Thassad teria viajado até aos deuses, de qualquer maneira, mas era ágil e prudente:"
1303,2t2c,"- É verdade. O teu caçador de almas subiu durante a guerra, quando o Thassad já estava morto."
1304,2t3a,"A armadilha só atinge os desatentos, os espíritos não protegidos por rituais sagrados ou os enterrados em terra profana."
1305,2t3b,"Então, se quiser evitar esta armadilha, morra perto do templo, ou longe das costas da ilha."
1306,2t3c,Que diferença haveria?
1307,2tka,"Como tu queres, Ciro, mas ele continua à espera do teu serviço."
1308,2tkc,"Estou sempre a pensar nele, N'Gasta."
1309,2tma,A essa obra do diabo. Os bons irmãos de Arkai têm uma perspectiva diferente sobre a moeda da alma.
1310,2tmb,"Esforçam-se para pastorear o seu retorno, enquanto este... Prefiro gerir rebanhos com fins de lucro. Ou devemos dizer, o 'único' bom irmão de Arkay, JA, JA... Já que só resta um."
1311,2tmc,"Assim, o templo é o seu principal concorrente na zona."
1312,2tna,"Como tu queres, Ciro, mas ele continua à espera do teu serviço."
1313,2tnc,"Estou sempre a pensar nisso, N'Gasta."
1314,2w1a,Este é o mais complicado!
1315,2w1c,Ele vai entregar-te o amuleto.
1316,2w2a,"Reconhecendo a discrição do governador em diversos assuntos, deseja presentear a Sua Eminência com um único amuleto que acredite a sua alta consideração nos assuntos do Império."
1317,2w2c,Entrega-o.
1318,2w3a,"Ele contratou um tipo como intermediário, sem a sua iniciativa directa... Mas disse-lhe o companheiro que lhe pagará generosamente quando tiver realizado este serviço."
1319,2w3c,É o que vou fazer.
1320,2x1a,"Este não come as sobras da mesa de ninguém, Guarda Vermelha. CLAVICUS VILE concede favores a este com cada alma que lhe é enviada."
1321,2x1c,Então o grande negro está a correr atrás dos senhores do inferno? Porque estão sempre no topo da cadeia alimentar diabólica?
1322,2x2a,"Não te metas com esse nome, mortal."
1323,2x2c,"CLAVICUS... VILE? - Não, por favor."
1324,2x3a,"Os Daedra nasceram antes das estrelas, Mortal. Você acha que tantas vezes tais nomes precederam, e por isso tantas vezes inspiraram, os conceitos que conhecem?"
1325,2x3c,"- Não, não. Desculpa-me, preto. Pareceu-me um nome demasiado sutil, é só isso."
1326,2y1a,"Reconhecendo a discrição do governador em diversos assuntos, deseja presentear a Sua Eminência com um único amuleto que acredite a sua alta consideração nos assuntos do Império."
1327,2y1c,"Vou aceitar o trabalho, suponho. Explique-me outra vez."
1328,2y2a,"É suposto, mas as respostas deste não têm de ser a sua única recompensa."
1329,2y2c,"Está bem, está bem. Mas gostaria de lhe fazer algumas perguntas primeiro..."
1330,2y3a,"Ele contratou um tipo como intermediário, sem a sua iniciativa directa... Mas disse-lhe o companheiro que lhe pagará generosamente quando tiver realizado este serviço."
1331,2y3c,O que queres dizer?
1332,2zz1,"Bem-vindo, convidado."
1333,2zz2,Este saúda-te.
1334,2zz3,"Aproxima-te, personagem."
1335,2zz4,"Vamos, Cyrus. Este tem o que procuras."
1336,31gc,- É uma brincadeira. Vou dizer-te no caminho. Conta o plano à tua mãe.
1339,31sc,"O que me podes dizer sobre as gemas da alma, Saban?"
1341,32gc,Não tenho a certeza. Vou ter de verificar primeiro.
1342,32sc,"És assim tão poderoso, Saban?"
1357,3b1c,"Obrigado, Saban."
1359,3b2c,- Até logo.
1366,3e1c,Será difícil defender-se do Império.
1367,3e2c,O que é que ele disse?
1370,3g1c,"Sabem, preciso da vossa ajuda com esta Pedra da Alma."
1371,3g2c,Esta alma é do Príncipe A'tor e tenho o seu corpo.
1372,3g3c,"Sim, mas está rodeado por uma espécie de campo de estase."
1375,3g4c,"O mago do príncipe, Voa"
1376,3g5c,Está bem...
1378,3g6c,"- Sim, eu sei. Está no templo."
1379,3g7c,Não te preocupes. Posso meter a tua mãe entre os guardas.
1380,3g8c,"Não, não, não. Preciso de ti para conseguir a Liga."
1381,3g9c,"Sim, mas temos de nos despachar. Vai ao farol e dá-lhes um sinal. Diz-lhes que é hora da revolução"
1388,3h1c,Diz-lhe que foi um prazer.
1390,3h2c,"Olá, Saban."
1397,3hac,Porque é que o Iszara estava com a Hayle?
1400,3hec,Que tipo de ajuda pode dar?
1403,3i1c,"Talvez me possas ajudar a encontrar a minha irmã, Iszara."
1405,3i2c,"Sabem, poderiam falar-me da Liga Revoltosa?"
1408,3s1c,Planeia ficar aqui em Stros M'Kai?
1412,3s2c,Mas o Necromante está morto. Tenho a certeza que a magia dele passou.
1413,4h1c,Desculpe. É o Arquimago?
1414,4h2c,Dás-me um minuto?
1415,4h3c,Isto não vai demorar muito.
1416,4h4c,Estava a pensar...
1417,4h1a,"Deixa-me, por favor. Tenho muito que fazer."
1418,4h2a,És um rapaz lento? - Vai-te embora!
1419,4h3a,O teste do Battlespire está à minha espera. Não tenho tempo para ti agora. Vai-te embora.
1420,4h4a,Não me faças cair! Agora deixa-me!
1421,4420,- O que é isto?
1422,4422,Queres que o Império encadeie toda a guilda? Não se pode falar disto!
1423,4424,Não vais embora até eu ter a certeza de que nunca mais dirás uma palavra do que aprendeste. E tenho um meio perfeito... e muito satisfatório... De garantir a sua discrição..
1424,4h5a,"Não me apontes esse brinquedo, idiota."
1425,5ama,Isso é entre o N'Gasta e o Governador. Só me pagam por encontrar um repartidor.
1426,5amc,Alguma ideia do porquê deste amuleto?
1427,5b1c,Falamos mais tarde.
1428,5cha,"É um bom dinheiro o que estás a desperdiçar, Cyrus, ainda a andar por aqui!"
1429,5chb,"Olá, Cyrus. - Olá, meu Deus."
1431,5coa,Temos aqui alguém que precisa de ajuda. Por ali temos alguém à procura de trabalho.
1432,5cob,E como estão? É aí que eu entro.
1433,5coc,Chamas-te a ti mesmo de empreiteiro. O que significa isso?
1434,5cra,Sempre me mantive fora da política. É mau para os negócios.
1435,5crb,"Coroa, Ancestral, não me importa, desde que a moeda seja verdadeira! A minha filosofia é: o feito, o feito é, vive e deixa viver, a grama é sempre mais verde, sabes?"
1436,5crc,Parece que os Crown estão a ter uma má maneira de aceitar a derrota.
1437,5dra,"O nosso amigo lagarto local, não é que tenha nada contra ele. Ou ela... O que quer que seja."
1438,5drb,"Nunca se sabe com esses Argonianos. Dirige o Draggin Tale, a taberna na praça da cidade."
1440,5dta,O único poço de água da cidade! Segue as rampas para cima até à praça da cidade.
1441,5dtb,Um conselho de amigo: cuidado. Os Ancestrais são muito sensíveis hoje em dia.
1442,5dtc,Estou com um amigo no Dragin' Tale. Pode dizer-me como chegar?
1443,5fia,Claro que sim! Estou a... Estou surpreso por te ver! Ouvi dizer que houve algum mal-entendido com o Governador. Talvez os imperiais estivessem à tua procura?
1444,5fib,"Nunca dei ouvidos a rumores, de qualquer forma. Aqui estão os teus 200 de ouro, como prometi."
1445,5fic,Entreguei o amuleto como quiseste. Acho que me deves dinheiro.
1446,5fra,Podia dizer-se que sim. Mas não lhe devias dizer isso à cara. Eles são muito sensíveis ultimamente.
1447,5frc,"Suponho que os antepassados ainda estejam a saborear a vitória na guerra civil, não é?"
1448,5fta,Claro que o fizeram! E os Ancestrais gostam de rebentar o Draggin' Tale caso alguém duvide.
1449,5ftb,"Algumas coroas pouco generosas gostam de apontar para as bandeiras imperiais que se agitam sobre o palácio e os soldados imperiais que patrulham as ruas. Mas não é da minha conta, ja, ja!"
1450,5ftc,"Estive no Norte durante anos, mas estava bastante certo de que os Ancestrais ganharam a guerra."
1451,5fxa,"Apanha-os, rapaz!"
1452,5fxb,"Isso é ensinar, Redguard!"
1453,5fxd,"Mais vêm aí, rapaz!"
1454,5gpa,"Mesmo no topo da colina. Não tem perda. A mais grandiosa estrutura de Stros M'Kai, talvez de todo Hammerfell."
1455,5gpb,Era uma atração turística antes dos... incidentes recentes lamentáveis.
1456,5gpc,Onde posso encontrar o Palácio do Governador?
1457,5gra,Agora é melhor afastar-se de mim...!
1458,5grb,Vai incomodar outra pessoa.
1459,5grd,Não percebo uma palavra!
1460,5gre,O que foi aquilo?
1461,5grf,"Algum mago perdeu a sua família, rapaz? Vai já! Volta para a guilda!"
1462,5grg,"Voltar a mudar de roupa...?! Que bruxaria é esta? A um mago contigo, gremlin! Vai-te embora!"
1463,5h0a,"Cyrus, tu é que ias entregar o amuleto. Tínhamos um acordo."
1464,5h0c,"Kotaro, olá"
1465,5h1a,"Olá, marinheiro! Posso falar contigo?"
1466,5h1b,"Saudações, estranho! É o homem que eu procuro!"
1467,5h1d,"- Tu! - Não! Uma palavra, por favor!"
1468,5h1e,"Saudações, estranho!"
1469,5h2a,"A questão é, o que posso fazer por ti? O jovem forasteiro da cidade, destemido, despreocupado e sem pretensões, um pouco leve de bolsa, talvez."
1470,5h2b,"Tenho uma proposta que lhe pode parecer atraente. Mas primeiro, permita-me apresentar-me: Kotaro, contratado de Stros M'Kai, ao seu serviço!"
1471,5h2c,"O que posso fazer por ti, amigo?"
1472,5h3c,"Cyrus, encantador."
1473,5h4a,"- O quê? - Não, não. - Não. Como é que ele era, então? - Não, não."
1474,5h4c,"E, já aceitei o trabalho do próprio necromante."
1475,5h5a,- Que maravilha! Aqui estão os teus 100 de ouro. Vou ter o resto para ti depois de entregares o amuleto ao Governador.
1476,5h5c,É um verme gordo e baboso.
1477,5h6a,"Então, és o Cyrus de que ouvi falar. Como é que..."
1478,5h6c,"E, já aceitei o trabalho do Necromante em pessoa."
1479,5h7a,Claro que sim! Estou a... Estou surpreso por te ver! Ouvi dizer que houve algum mal-entendido com o Governador.
1480,5h7b,"Talvez os imperiais estivessem à tua procura? Mas nunca acredito em rumores. Aqui estão os teus 200 de ouro, como prometi."
1481,5h7c,E já entreguei o amuleto ao Governador. Parece que me deves dinheiro.
1482,5h8a,"- Não, não. Quase me esqueci do adiantamento original! Aqui tens mais 100 oros. Espero que tenhas tempo suficiente para gastar."
1483,5h8c,Isto é tudo o que valeu a pena?
1484,5h9a,"Olá, também, Cyrus!"
1485,5h9c,"Contarei, olá."
1486,5isa,Receio que não a conheça. Sou apenas um simples trabalhador!
1487,5isb,Poderias tentar com o Dreekius no Dragin' Tale. Quase toda a gente em Stros M'Kai passa pela sua porta eventualmente.
1488,5isc,"Pergunto-me se conheces a minha irmã, Iszara. Vim a Stros M'Kai para saber o que lhe aconteceu."
1489,5lga,Malditos sejam eles e seus costumes sangrentos! Fizeram mais para arruinar Stros M'Kai do que os Ancestrais e o Império juntos.
1490,5lgb,"Se não fosse por eles, esta cidade estaria em paz há meses."
1491,5lgc,O que sabe de um grupo de bandidos que se chamam Liga da Inquietud?
1492,5lra,Queimando ou saqueando metade das cargas que chegam a este porto! Incitando os imperiais a uma repressão cada vez mais cruel!
1493,5lrb,"A Liga não parece perceber que a guerra acabou, e eles perderam."
1494,5lrc,Como é que a Liga Inquieta é responsável por arruinar Stros M'Kai?
1495,5lwa,Depende de quem perguntar. - Não sei. - Não sei.
1496,5lwb,"Não sou um dos seus cavalheiros políticos, sempre metido nos assuntos dos outros... Sou apenas um pobre trabalhador."
1497,5lwc,Estás a dizer que a Liga estava aliada às Coroas?
1498,5lwd,"Melhor pássaro na mão, como dizem, ja, ja!"
1499,5nga,"Um velho eremita inofensivo. Os mais supersticiosos dos meus concidadãos repetem boatos estúpidos sobre ele, mas eu não acredito nos seus contos."
1500,5ngb,Vive na torre do velho mago. Só tens de seguir as águas baixas do lado noroeste da ilha.
1502,5noa,"Pergunta, meu bom Cyrus. Não tenho nada a esconder."
1503,5noc,"Estou a considerar. Primeiro, gostaria de fazer algumas perguntas adicionais."
1504,5oca,"É melhor do que a guerra, meu jovem amigo. Mas não vou mentir."
1505,5ocb,"Hoje em dia é difícil encontrar mão de obra honesta. Os antepassados preferem sorrir a levantar, e as coroas já não têm as costas para isso."
1506,5occ,Não vou a Hammerfell desde antes da guerra. Gostas de ser cidadão do Império?
1507,5p1a,"Como disse, tive problemas para contratar para este trabalho, por isso estou a aumentar a taxa um pouco."
1508,5p1c,Quanto é que ofereces por este trabalho?
1509,5p2a,"O pagamento é proporcional ao perigo. A Torre de N'Gasta não está exactamente na estrada principal, sabes?"
1510,5p2b,"Então, pode ter alguns problemas para chegar. Nada que não possas lidar, tenho a certeza."
1511,5p2c,Isso é bastante alto para uma simples entrega. Qual é o truque?
1512,5spa,"Oh, sabes, chamam-lhe necromante, falam dele roubar almas de pessoas, exércitos de mortos-vivos, esse tipo de coisa."
1513,5spb,Nada com que um tipo bem armado como tu deva preocupar-se.
1514,5spc,Que superstições têm os locais sobre este N'Gasta?
1515,5w1a,Uma tarefa simples. Recolher um amuleto de N'Gasta e entregá-lo no Palácio do Governador.
1516,5w1b,"Para ser honesto, tive dificuldade em encontrar alguém que aceitasse o trabalho."
1517,5w1c,Fala-me deste trabalho que tens para mim.
1518,5w1d,Mas tenho a certeza que um homem robusto como tu não presta atenção a superstições locais.
1519,5w2a,Estás interessado?
1520,5w2c,Refresque-me a memória sobre o trabalho para o qual me contratou.
1521,5xx1,Sai daí!
1522,5xx2,"Guarda essa espada, Redguard. Isto não é um pátio de treino!"
1523,5ysa,- Que maravilha! Aqui tens os teus 100 oros. Vou ter o resto para ti depois de entregares o amuleto ao Governador.
1524,5ysb,"Estou certo de que não terás problemas, mas, uh, provavelmente queres fazer isto durante o dia."
1525,5ysc,- Claro que sim. Vou aceitar o trabalho.
1526,5zz1,"Acabaste o trabalho, meu?"
1527,5zz2,"Olá, amigo."
1528,6b1c,Falamos mais tarde.
1529,6bka,Volto para dentro de um rato. Vou ver o que posso fazer.
1530,6bkc,- Está bem. Quando o mapa estará pronto?
1531,6bma,"Desculpa, não vendo a retalho. Só trabalho por encomenda. Mas talvez eu possa fazer um mapa para si?"
1532,6bmc,Tem mapas à venda?
1533,6cva,"Essa é a questão, não é? Não as vais encontrar no teu mapa comercial barato, pois não? Isso é um verdadeiro mistério para você refletir."
1534,6cvc,Onde posso encontrar essas cavernas de que falas?
1535,6dda,"Vês o que quero dizer? Não são mitos. Reais, tão reais como a pedra e o metal. Quem achas que construiu essas ruínas?"
1536,6ddb,"Todos desapareceram há milhares de anos, e ninguém sabe porquê. Mas isso é outra história. Do que é que estávamos a falar?"
1537,6ddc,Não sei muito sobre anões. Sempre pensei que fossem criaturas míticas.
1538,6dra,"Um pouco mais famosas que as cavernas, mas se não forem elfos, ninguém se importa."
1539,6drb,"Um dos grandes mistérios dos tempos, o desaparecimento dos anões, mas em vez disso é o frasco de Lillandril isto, o frasco de Lillandril aquilo."
1540,6drc,Fale-me mais sobre estas Ruínas Ananas.
1541,6eba,Deixa-me ver... - Raios partam. Outra vez isto. J'ferr deve ter vendido esta cópia anotada de Artefatos Elficos dez vezes.
1542,6ebb,"E sempre acabam aqui... Podes fazer-me um mapa? Dizem. Porque é que toda a gente está tão louca por um tesouro elfo perdido? Desculpe, mas hoje estou muito ocupado."
1543,6ebc,Pergunto-me se se pode tirar alguma coisa disto. Parecem-me anotações de um mapa.
1544,6esa,O que é que eu acabei de dizer! - Saiam daqui! - Saiam daqui! Pára de me perguntar por aqueles malditos elfos!
1545,6esc,Estás a dizer que o frasco chegou a Stros M'Kai num barco elfo?
1546,6exc,Pergunto-me se se pode fazer um mapa com este livro. Estou disposto a pagar pelo mapa. Com prazer. Apenas diga o seu preço.
1547,6fla,"Os ossos de Hunding, claro que sim! Os caçadores de tesouros vêm aqui de todo Tamriel, a cavar e a escarvar sem fim."
1548,6flb,"Dizem que há um mapa do tesouro a flutuar por aí, mas eu não acredito."
1549,6flc,Já ouviste falar do frasco de Lillandril?
1550,6gma,"Não estás a ouvir-me, pois não? Elfos, elfos, elfos! É tudo o que te ocorre? O que sabes do frasco de Lillandril? O navio dos elfos afundou-se mesmo em Stros M'Kai?"
1551,6gmb,"Se não tem a ver com elfos, ninguém quer saber. Por minha parte, estou farto dos elfos e dos seus costumes misteriosos. - Não, não. Não me faças começar."
1552,6gmc,Prefiro ficar com o livro. Posso pagar-te por fazeres o mapa?
1553,6gva,Não quero falar sobre estas coisas.
1554,6gvc,A vida é tão dura sob o Governador Imperial?
1555,6h1a,"Não, não! - Não, não. Tu e os teus elfos preciosos! - Não!"
1556,6h1c,"Maiko, posso falar contigo um minuto?"
1557,6h2a,"Vai, vai, estou a tentar trabalhar! Queres que eu termine ou não?"
1558,6h2c,"Maiko, o meu mapa está pronto?"
1559,6h3a,"Sim, aqui está. Quem fez estas anotações era obviamente um cartógrafo treinado, provavelmente da escola de Mandri, a julgar pelas medidas de correção do erro transversal."
1560,6h3b,"Que este mapa lhe sirva bem, jovem senhor."
1561,6h3c,"MAIKO, o meu mapa está pronto?"
1562,6h4a,"Não há muitos jovens por aqui, especialmente não tão bem falados como tu. Sou a Maiko, a cartógrafa local. Em que posso ajudá-lo?"
1563,6h4c,"- Bom dia, senhor. O meu nome é Cyrus."
1564,6h5a,"Olá, Cyrus. - Olá, minha senhora. Algo que eu possa fazer por ti."
1565,6h5c,"Olá, Maiko."
1566,6isa,Receio que não. Ultimamente não conheço muitos jovens da cidade. Prefiro passar o tempo com os meus mapas.
1567,6isc,Conhece uma jovem chamada Iszara?
1568,6iwa,"Ciro! Por favor, não a vi! Pode ter outros contactos por aqui, mas não sabe nada disso. Tento não fazer perguntas. Por favor, deixem-me com os meus mapas."
1569,6iwc,A Mariah disse-me que viu o Iszara a vir para aqui. Não ponhas a minha paciência à prova. O que é que tu sabes?
1570,6lga,"- Não. A aliança entre Daggerfall, Wayrest e Balfiera contra os Cyrodiils durante a Primeira Era? Não, não, essa era a Liga Inquieta... Desculpa, não estou familiarizado com ela."
1571,6lgc,Pergunto-me se já ouviste falar da Liga Revoltosa.
1572,6lla,Nunca disseram. Talvez devesses ir lá abaixo e perguntar-lhes tu mesmo.
1573,6llc,Estes rapazes locais ... Têm nomes?
1574,6msa,"Os mapas são como as pessoas, sabias Cyrus? Há mapas bons, maus e indiferentes."
1575,6msb,"Não devias confiar na maioria dos mapas, eles vão levar-te para o caminho errado se lhes deres uma oportunidade. Um mapa honesto é mais raro que um amigo verdadeiro, lembra-te, jovem senhor."
1576,6msc,O que dizem os seus mapas?
1577,6mya,"Bem, as cavernas, por exemplo. Não ouviste falar delas, pois não? Nem das Ruínas Ananas."
1578,6myb,"Mas são reais, jovem senhor, e tão cheios de mistério e aventura quanto se poderia pedir."
1579,6myc,O que é que ele quer dizer?
1580,6nea,"- Bem... Não importa. Não é culpa tua. Estou a ficar um pouco gritante na minha velhice, suponho."
1581,6nec,Desculpa ter-te incomodado.
1582,6nma,"Obrigado Arkay! Às vezes penso que se ouvir mais uma palavra sobre elfos, vou enlouquecer! Não que não haja muitos outros mistérios interessantes em torno de Stros M'Kai."
1583,6nmc,- Está bem.
1584,6noa,"Está bem. Por favor, avise-me se puder ajudá-lo em alguma coisa."
1585,6noc,"Não, obrigado."
1586,6nya,"Persistente, não é? Ouve, se me dás o livro, eu faço-o por ti. Uma última vez, de graça. Pelo menos assim não vou ter de o ver de novo."
1587,6nyc,Estou disposto a pagar pelo mapa. Com muito gosto. Apenas diga o seu preço.
1588,6s2a,"Dos olhos do Governador, principalmente. Tento não me envolver em todos esses problemas. Já vi sofrimento suficiente na minha vida. Só quero passar os meus últimos dias a trabalhar nos meus mapas."
1589,6s2c,"O que é que as pessoas estão a falar na cidade, estes dias?"
1590,6sda,- A sério? - Sim. O que é que achas? Aluguei o andar de baixo a uns rapazes da zona. São calmos e sempre pagam pontualmente. Não acho que façam nada ilegal.
1591,6sdc,Ouvi dizer que o teu porão é usado como um esconderijo de contrabandistas.
1592,6sma,"Costumava fazer, mas não posso competir com as grandes casas de cartografia de Hammerfell. Contratam mendigos e vagabundos para copiar um mapa mestre."
1593,6smb,"Provavelmente já viste os seus mapas baratos de cidades por aí. Não há nada como um bom mapa desenhado à mão, mas parece que as pessoas já não se importam com a artesanato."
1594,6smc,Podia usar um mapa da ilha.
1595,6tma,"Se houvesse um mapa real, porque é que ninguém encontrou o frasco?"
1596,6tmb,"Que desperdício de tempo e esforço, ansiando por uma jarra elfica mítica, quando a ilha está cheia de verdadeiros mistérios."
1597,6tmc,- Por que não? - Não sei.
1598,6zz1,"- Sim, sim, sim."
1599,6zz2,E então?
1600,6zz3,Fala mais alto. Tenho trabalho para fazer.
1601,6zz4,Não há armas aqui. Guarda-a.
1602,6zz5,Desça daí! O que é que se passa contigo?
1603,710c,"Oração, desabafo, rapazes."
1604,711a,"O quê, outra vez?"
1605,711c,Por que não baixas a voz?
1606,712a,Não aprendeste?
1607,712c,O Barão Volag está a fazer uma corrida no tribunal.
1608,713a,"Dagoo, olha como ele o quer mais."
1609,713c,Estavas a falar comigo?
1610,714c,Rapazes feias...!
1611,715c,Vem aí! Levanta-te e desabafa!
1612,716c,"Venham, bêbados, apresse-se!"
1614,718c,"Venha, FEA, estou aqui outra vez."
1615,719c,Vamos lá.
1616,71ac,Vem aí! Bastardos! Eu sortei!
1617,71bc,"Vamos, vamos!"
1618,71cc,Importarias-te de sangrar?
1619,71fa,"Vamos, rapazes."
1620,71fb,Lutas como um príncipe morto.
1621,71fc,"Levantem-se e desvalem-se, então, cavalheiros."
1623,71fe,"Por causa dos ossos de Hunding, vamos!"
1624,71ff,"Já te tenho, escumalha!"
1625,71fg,Vem já!
1627,71hb,"Vai brincar com os teus amigos, escumalha do bar."
1628,71hc,Desculpe.
1629,71va,Fui derrotado!
1633,71vf,Eu caí!
1634,71wa,Estás a ficar lento.
1635,71wb,O teu sangue mancha o chão
1636,71wd,Toma esta escória!
1637,71we,"Dói um pouco, não é?"
1639,71xb,- Raios partam!
1640,71xd,Ele está bem treinado!
1641,71xe,Sangue! Sangue!
1642,71xf,- Raios partam!
1643,724a,"O nosso rapaz favorito, o DaGoO, pronto a chegar."
1644,725a,"Sim, nós temos!"
1645,726a,"Então, sim!"
1646,72fa,Matem-no!
1647,72fb,Argh... bom corte
1648,72fd,Põe o teu coração nisto! - O que é?
1649,72fe,Dá-lhe depressa!
1650,72ff,Mais sangue!
1651,72fg,Estás acabado!
1652,72fh,- Atira-o para baixo!
1653,72va,Não me mate!
1654,72vb,- Não! Não me magoes mais!
1655,72vd,- Compaixão!
1656,72ve,Eu atirei a arma! Não me batas mais!
1657,72vf,Tu ganhas
1660,72wd,"É bom, não é?"
1661,72we,- Ali está ele!
1662,72wf,Estás acabado!
1664,72xb,Bate bem!
1665,72xd,"Ouch, disse."
1666,72xe,Cuidado!
1667,72xf,Achas que és rápido?
1669,737a,"Vamos deixar-te sem fôlego, filho da puta!"
1670,738a,"Preparem-se, homens! DAD, agora!"
1671,739a,"Guarda Vermelha, estamos prontos!"
1672,73fa,Apanha-o!
1673,73fb,Escravo da coroa!
1674,73fd,- Descansa!
1675,73fe,"Encerrem-no, não?"
1676,73ff,Vou dar-te uma boa sova.
1677,73fg,"Vem cá, bebe!"
1678,73fh,"Vem cá, papai!"
1679,73hd,"Aye, vejo que estás com vontade de lutar."
1680,73va,Vençam-me!
1681,73vb,Não quero mais golpes!
1682,73vd,"Compaixão, rapazes!"
1683,73ve,Que acabe aqui!
1684,73vf,"É um combate, rapaz!"
1685,73wa,Eu dei-lhe!
1686,73wb,Dei-te uma boa!
1687,73wd,"Mais uma destas e estás morto, rapaz!"
1688,73we,Tu és meu!
1689,73xa,Isso é paga pela mesma moeda!
1691,73xd,Ele bateu-me!
1693,78d1,"Desculpa, homem. Imperiais por toda parte. Não falo com estranhos."
1694,78d2,"Os tempos são difíceis em Stros M'Kai. Não posso ajudar-te, amigo."
1695,78d3,"Não tens um centavo de sobremesa, estranho. Tenta outra vez."
1696,78d4,"Não, não. Falar com estranhos na rua? Os imperadores são pesados como o molasses em estritos m'kai. Não, obrigado."
1697,78f1,Olha. Vai incomodar o outro.
1698,78f2,"Não, não tenho emprego, e não sei quem o tem. Tenha um bom dia."
1699,78f3,Quem diabos é você? Saiam daqui.
1700,78f4,"Eu não te conheço, companheiro, e tu não me conheces, e assim vai continuar a ser."
1701,78f5,"Obrigado, mas não obrigado. Encontre outra marca, maricas."
1702,71a1,"Vai, cara de atrasado."
1703,71a2,Sai daqui. Quem é que você pensa que é?
1704,71a3,"Hoje em dia, deixam entrar aqui qualquer um."
